Model,Camera,Class,Confidence,Inference Time (ms),Frame Index
yolo11,Cam 2,Responder,0.451416015625,7.207419999758713,0
yolo11,Cam 2,Responder,0.9638671875,6.910509000590537,1
yolo11,Cam 2,Responder,0.437744140625,6.910509000590537,1
yolo11,Cam 2,Responder,0.9619140625,6.824320997111499,2
yolo11,Cam 2,Responder,0.4072265625,6.824320997111499,2
yolo11,Cam 2,Responder,0.9609375,6.954372001928277,3
yolo11,Cam 2,Responder,0.39990234375,6.954372001928277,3
yolo11,Cam 2,Responder,0.9619140625,6.843108996690717,4
yolo11,Cam 2,Responder,0.42431640625,6.843108996690717,4
yolo11,Cam 2,Responder,0.9619140625,7.01304100221023,5
yolo11,Cam 2,Responder,0.45703125,7.01304100221023,5
yolo11,Cam 2,Responder,0.9599609375,7.149727003707085,6
yolo11,Cam 2,Responder,0.4111328125,7.149727003707085,6
yolo11,Cam 2,Responder,0.9609375,6.83312100591138,7
yolo11,Cam 2,Responder,0.470703125,6.83312100591138,7
yolo11,Cam 2,Responder,0.96142578125,7.021073004580103,8
yolo11,Cam 2,Responder,0.418701171875,7.021073004580103,8
yolo11,Cam 2,Responder,0.96044921875,6.665423999947961,9
yolo11,Cam 2,Responder,0.416748046875,6.665423999947961,9
yolo11,Cam 2,Responder,0.9619140625,6.646356996498071,10
yolo11,Cam 2,Responder,0.470703125,6.646356996498071,10
yolo11,Cam 2,Responder,0.96240234375,6.473071000073105,11
yolo11,Cam 2,Responder,0.5,6.473071000073105,11
yolo11,Cam 2,Responder,0.96240234375,6.500032002804801,12
yolo11,Cam 2,Responder,0.521484375,6.500032002804801,12
yolo11,Cam 2,Responder,0.962890625,6.351611998979934,13
yolo11,Cam 2,Responder,0.484375,6.351611998979934,13
yolo11,Cam 2,Responder,0.9619140625,7.065215002512559,14
yolo11,Cam 2,Responder,0.48828125,7.065215002512559,14
yolo11,Cam 2,Responder,0.9619140625,6.514280001283623,15
yolo11,Cam 2,Responder,0.462890625,6.514280001283623,15
yolo11,Cam 2,Robot,0.9765625,7.207419999758713,0
yolo11,Cam 2,Robot,0.97802734375,6.910509000590537,1
yolo11,Cam 2,Robot,0.9775390625,6.824320997111499,2
yolo11,Cam 2,Robot,0.97509765625,6.954372001928277,3
yolo11,Cam 2,Robot,0.97509765625,6.843108996690717,4
yolo11,Cam 2,Robot,0.974609375,7.01304100221023,5
yolo11,Cam 2,Robot,0.97607421875,7.149727003707085,6
yolo11,Cam 2,Robot,0.97705078125,6.83312100591138,7
yolo11,Cam 2,Robot,0.9765625,7.021073004580103,8
yolo11,Cam 2,Robot,0.97705078125,6.665423999947961,9
yolo11,Cam 2,Robot,0.97802734375,6.646356996498071,10
yolo11,Cam 2,Robot,0.97900390625,6.473071000073105,11
yolo11,Cam 2,Robot,0.97900390625,6.500032002804801,12
yolo11,Cam 2,Robot,0.97705078125,6.351611998979934,13
yolo11,Cam 2,Robot,0.97900390625,7.065215002512559,14
yolo11,Cam 2,Robot,0.97705078125,6.514280001283623,15
yolo8,Cam 0,Crowd,0.72021484375,28.43184000084875,0
yolo8,Cam 0,Crowd,0.6806640625,28.43184000084875,0
yolo8,Cam 0,Crowd,0.56005859375,28.43184000084875,0
yolo8,Cam 0,Crowd,0.50390625,28.43184000084875,0
yolo8,Cam 0,Crowd,0.48046875,28.43184000084875,0
yolo8,Cam 0,Crowd,0.4765625,28.43184000084875,0
yolo8,Cam 0,Crowd,0.46875,28.43184000084875,0
yolo8,Cam 0,Crowd,0.441650390625,28.43184000084875,0
yolo8,Cam 0,Crowd,0.43408203125,28.43184000084875,0
yolo8,Cam 0,Crowd,0.42822265625,28.43184000084875,0
yolo8,Cam 0,Crowd,0.416748046875,28.43184000084875,0
yolo8,Cam 0,Crowd,0.412109375,28.43184000084875,0
yolo8,Cam 0,Crowd,0.363037109375,28.43184000084875,0
yolo8,Cam 0,Crowd,0.349609375,28.43184000084875,0
yolo8,Cam 0,Crowd,0.325927734375,28.43184000084875,0
yolo8,Cam 0,Crowd,0.319091796875,28.43184000084875,0
yolo8,Cam 0,Crowd,0.312255859375,28.43184000084875,0
yolo8,Cam 0,Crowd,0.294189453125,28.43184000084875,0
yolo8,Cam 0,Crowd,0.2705078125,28.43184000084875,0
yolo8,Cam 0,Crowd,0.2705078125,28.43184000084875,0
yolo8,Cam 0,Crowd,0.262939453125,28.43184000084875,0
yolo8,Cam 0,Crowd,0.7216796875,5.2183110019541346,1
yolo8,Cam 0,Crowd,0.68408203125,5.2183110019541346,1
yolo8,Cam 0,Crowd,0.5546875,5.2183110019541346,1
yolo8,Cam 0,Crowd,0.54296875,5.2183110019541346,1
yolo8,Cam 0,Crowd,0.5390625,5.2183110019541346,1
yolo8,Cam 0,Crowd,0.5078125,5.2183110019541346,1
yolo8,Cam 0,Crowd,0.4921875,5.2183110019541346,1
yolo8,Cam 0,Crowd,0.48828125,5.2183110019541346,1
yolo8,Cam 0,Crowd,0.48828125,5.2183110019541346,1
